Column1,Column2,Column3,Column4,Column5,Column6
2023-2024,Apertura,  Lunes 21 de Agosto de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 7-n21 Agosto 2023 - 1906 hrs,  2 - 3,  Nou Camp,  134028-leon-vs-america
2023-2024,Apertura,  Lunes 21 de Agosto de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 7-n21 Agosto 2023 - 2100 hrs,  2 - 2,  Estadio BBVA,  134029-rayados-de-monterrey-vs-fc-juarez
2023-2024,Apertura,  Lunes 21 de Agosto de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 7-n21 Agosto 2023 - 2110 hrs,  0 - 7,  TSM Corona,  134030-santos-laguna-vs-tigres-de-la-uanl
2023-2024,Apertura,  Viernes 25 de Agosto de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 8-n25 Agosto 2023 - 1900 hrs,  2 - 0,  Universitario,  134032-tigres-de-la-uanl-vs-atlas
2023-2024,Apertura,  Viernes 25 de Agosto de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 8-n25 Agosto 2023 - 1806 hrs,  1 - 3,  Estadio Mazatlan,  134038-mazatlan-fc-vs-america
2023-2024,Apertura,  Viernes 25 de Agosto de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 8-n25 Agosto 2023 - 2100 hrs,  0 - 0,  Estadio BBVA,  134034-rayados-de-monterrey-vs-pumas
2023-2024,Apertura,  Viernes 25 de Agosto de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 8-n25 Agosto 2023 - 2110 hrs,  1 - 1,  Oli­mpico Benito Juarez,  134033-fc-juarez-vs-pachuca
2023-2024,Apertura,  Sabado 26 de Agosto de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 8-n26 Agosto 2023 - 1200 hrs,  2 - 1,  INSTALACIONES LA NORIA,  134035-cruz-azul-vs-gallos-blancos-de-queretaro
2023-2024,Apertura,  Domingo 27 de Agosto de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 8-n27 Agosto 2023 - 1700 hrs,  1 - 1,  Alfonso Lastras Rami­rez,  134036-club-atletico-de-san-luis-vs-guadalajara
2023-2024,Apertura,  Domingo 27 de Agosto de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 8-n27 Agosto 2023 - 1700 hrs,  1 - 0,  Nou Camp,  134037-leon-vs-puebla-fc
2023-2024,Apertura,  Lunes 28 de Agosto de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 8-n28 Agosto 2023 - 1700 hrs,  2 - 0,  Nemesio Diez,  134039-toluca-vs-necaxa
2023-2024,Apertura,  Lunes 28 de Agosto de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 8-n28 Agosto 2023 - 1906 hrs,  0 - 3,  TSM Corona,  134040-santos-laguna-vs-tijuana
2023-2024,Apertura,  Miercoles 30 de Agosto de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 6-n30 Agosto 2023 - 1906 hrs,  4 - 3,  Hidalgo,  134016-pachuca-vs-atlas
2023-2024,Apertura,  Viernes 1 de Septiembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 9-n1 Septiembre 2023 - 1706 hrs,  1 - 2,  La Corregidora,  134041-gallos-blancos-de-queretaro-vs-toluca
2023-2024,Apertura,  Sabado 2 de Septiembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 9-n2 Septiembre 2023 - 1200 hrs,  2 - 1,  Oli­mpico Universitario,  134043-pumas-vs-leon
2023-2024,Apertura,  Domingo 3 de Septiembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 9-n3 Septiembre 2023 - 1200 hrs,  2 - 0,  Estadio AKRON,  134045-guadalajara-vs-fc-juarez
2023-2024,Apertura,  Domingo 3 de Septiembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 9-n3 Septiembre 2023 - 1606 hrs,  2 - 2,  Cuauhtemoc,  134044-puebla-fc-vs-club-atletico-de-san-luis
2023-2024,Apertura,  Domingo 3 de Septiembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 9-n3 Septiembre 2023 - 1906 hrs,  1 - 1,  Caliente,  134046-tijuana-vs-rayados-de-monterrey
2023-2024,Apertura,  Lunes 4 de Septiembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 9-n4 Septiembre 2023 - 1700 hrs,  1 - 1,  Victoria,  134047-necaxa-vs-cruz-azul
2023-2024,Apertura,  Lunes 4 de Septiembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 9-n4 Septiembre 2023 - 1906 hrs,  5 - 0,  Hidalgo,  134048-pachuca-vs-mazatlan-fc
2023-2024,Apertura,  Lunes 4 de Septiembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 9-n4 Septiembre 2023 - 2110 hrs,  0 - 0,  Jalisco,  134042-atlas-vs-santos-laguna
2023-2024,Apertura,  Miercoles 6 de Septiembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 9-n6 Septiembre 2023 - 1900 hrs,  1 - 3,  Azteca,  134049-america-vs-tigres-de-la-uanl
2023-2024,Apertura,  Jueves 7 de Septiembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 7-n7 Septiembre 2023 - 1906 hrs,  2 - 1,  Jalisco,  134026-atlas-vs-club-atletico-de-san-luis
2023-2024,Apertura,  Sabado 9 de Septiembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 10-n9 Septiembre 2023 - 1700 hrs,  3 - 1,  Estadio AKRON,  134051-guadalajara-vs-gallos-blancos-de-queretaro
2023-2024,Apertura,  Sabado 9 de Septiembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 10-n9 Septiembre 2023 - 1806 hrs,  0 - 2,  Estadio Mazatlan,  134055-mazatlan-fc-vs-tijuana
2023-2024,Apertura,  Domingo 10 de Septiembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 10-n10 Septiembre 2023 - 1600 hrs,  2 - 1,  Hidalgo,  134053-pachuca-vs-pumas
2023-2024,Apertura,  Domingo 10 de Septiembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 10-n10 Septiembre 2023 - 1806 hrs,  1 - 3,  TSM Corona,  134054-santos-laguna-vs-rayados-de-monterrey
2023-2024,Apertura,  Domingo 10 de Septiembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 10-n10 Septiembre 2023 - 2006 hrs,  6 - 0,  Oli­mpico Benito Juarez,  134056-fc-juarez-vs-necaxa
2023-2024,Apertura,  Lunes 11 de Septiembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 10-n11 Septiembre 2023 - 1545 hrs,  2 - 0,  INSTALACIONES LA NORIA,  134050-cruz-azul-vs-atlas
2023-2024,Apertura,  Lunes 11 de Septiembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 10-n11 Septiembre 2023 - 1900 hrs,  3 - 1,  Universitario,  134058-tigres-de-la-uanl-vs-leon
2023-2024,Apertura,  Martes 12 de Septiembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 10-n12 Septiembre 2023 - 2000 hrs,  1 - 4,  Alfonso Lastras Rami­rez,  134057-club-atletico-de-san-luis-vs-america
2023-2024,Apertura,  Jueves 14 de Septiembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 14-n14 Septiembre 2023 - 2106 hrs,  3 - 0,  Oli­mpico Benito Juarez,  134093-fc-juarez-vs-puebla-fc
2023-2024,Apertura,  Viernes 15 de Septiembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 11-n15 Septiembre 2023 - 1700 hrs,  2 - 2,  Victoria,  134061-necaxa-vs-santos-laguna
2023-2024,Apertura,  Viernes 15 de Septiembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 11-n15 Septiembre 2023 - 1706 hrs,  0 - 4,  La Corregidora,  134060-gallos-blancos-de-queretaro-vs-tigres-de-la-uanl
2023-2024,Apertura,  Viernes 15 de Septiembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 11-n15 Septiembre 2023 - 2100 hrs,  2 - 2,  Estadio BBVA,  134062-rayados-de-monterrey-vs-pachuca
2023-2024,Apertura,  Sabado 16 de Septiembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 11-n16 Septiembre 2023 - 1200 hrs,  5 - 1,  Oli­mpico Universitario,  134063-pumas-vs-toluca
2023-2024,Apertura,  Domingo 17 de Septiembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 11-n17 Septiembre 2023 - 1200 hrs,  2 - 0,  Cuauhtemoc,  134064-puebla-fc-vs-cruz-azul
2023-2024,Apertura,  Domingo 17 de Septiembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 11-n17 Septiembre 2023 - 1700 hrs,  2 - 1,  Azteca,  134065-america-vs-guadalajara
2023-2024,Apertura,  Domingo 17 de Septiembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 11-n17 Septiembre 2023 - 1906 hrs,  3 - 0,  Nou Camp,  134066-leon-vs-club-atletico-de-san-luis
2023-2024,Apertura,  Domingo 17 de Septiembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 11-n17 Septiembre 2023 - 1806 hrs,  1 - 1,  Caliente,  134059-tijuana-vs-atlas
2023-2024,Apertura,  Domingo 17 de Septiembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 11-n17 Septiembre 2023 - 2010 hrs,  0 - 1,  Estadio Mazatlan,  134067-mazatlan-fc-vs-fc-juarez
2023-2024,Apertura,  Viernes 29 de Septiembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 12-n29 Septiembre 2023 - 1700 hrs,  0 - 4,  Victoria,  134068-necaxa-vs-rayados-de-monterrey
2023-2024,Apertura,  Sabado 30 de Septiembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 12-n30 Septiembre 2023 - 1200 hrs,  0 - 1,  INSTALACIONES LA NORIA,  134069-cruz-azul-vs-leon
2023-2024,Apertura,  Domingo 1 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 12-n1 Octubre 2023 - 1600 hrs,  5 - 0,  Estadio AKRON,  134070-guadalajara-vs-mazatlan-fc
2023-2024,Apertura,  Domingo 1 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 12-n1 Octubre 2023 - 1806 hrs,  4 - 2,  Hidalgo,  134071-pachuca-vs-america
2023-2024,Apertura,  Domingo 1 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 12-n1 Octubre 2023 - 2006 hrs,  2 - 2,  Oli­mpico Benito Juarez,  134072-fc-juarez-vs-gallos-blancos-de-queretaro
2023-2024,Apertura,  Lunes 2 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 12-n2 Octubre 2023 - 1900 hrs,  0 - 2,  Alfonso Lastras Rami­rez,  134074-club-atletico-de-san-luis-vs-tijuana
2023-2024,Apertura,  Lunes 2 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 12-n2 Octubre 2023 - 1900 hrs,  3 - 0,  Universitario,  134075-tigres-de-la-uanl-vs-pumas
2023-2024,Apertura,  Lunes 2 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 12-n2 Octubre 2023 - 1906 hrs,  2 - 1,  Jalisco,  134073-atlas-vs-puebla-fc
2023-2024,Apertura,  Lunes 2 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 12-n2 Octubre 2023 - 2110 hrs,  2 - 2,  TSM Corona,  134076-santos-laguna-vs-toluca
2023-2024,Apertura,  Miercoles 4 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 6-n4 Octubre 2023 - 2100 hrs,  1 - 0,  Oli­mpico Benito Juarez,  134021-fc-juarez-vs-leon
2023-2024,Apertura,  Jueves 5 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 10-n5 Octubre 2023 - 1700 hrs,  3 - 0,  Nemesio Diez,  134052-toluca-vs-puebla-fc
2023-2024,Apertura,  Viernes 6 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 13-n6 Octubre 2023 - 1545 hrs,  3 - 1,  INSTALACIONES LA NORIA,  134077-cruz-azul-vs-club-atletico-de-san-luis
2023-2024,Apertura,  Viernes 6 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 13-n6 Octubre 2023 - 1900 hrs,  3 - 1,  Jalisco,  134078-atlas-vs-mazatlan-fc
2023-2024,Apertura,  Domingo 8 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 13-n8 Octubre 2023 - 1200 hrs,  2 - 1,  Cuauhtemoc,  134080-puebla-fc-vs-santos-laguna
2023-2024,Apertura,  Domingo 8 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 13-n8 Octubre 2023 - 1545 hrs,  5 - 2,  Cancha Centenario No 5 (Natural) Instalaciones Club America,  134081-america-vs-fc-juarez
2023-2024,Apertura,  Domingo 8 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 13-n8 Octubre 2023 - 1600 hrs,  0 - 0,  Caliente,  134079-tijuana-vs-tigres-de-la-uanl
2023-2024,Apertura,  Domingo 8 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 13-n8 Octubre 2023 - 2106 hrs,  0 - 6,  Nou Camp,  134084-leon-vs-pachuca
2023-2024,Apertura,  Lunes 9 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 13-n9 Octubre 2023 - 1700 hrs,  2 - 4,  Nemesio Diez,  134082-toluca-vs-guadalajara
2023-2024,Apertura,  Lunes 9 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 13-n9 Octubre 2023 - 1900 hrs,  6 - 0,  Oli­mpico Universitario,  134083-pumas-vs-necaxa
2023-2024,Apertura,  Lunes 9 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 13-n9 Octubre 2023 - 2100 hrs,  3 - 1,  Estadio BBVA,  134085-rayados-de-monterrey-vs-gallos-blancos-de-queretaro
2023-2024,Apertura,  Miercoles 11 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 14-n11 Octubre 2023 - 1806 hrs,  2 - 2,  Estadio Mazatlan,  134086-mazatlan-fc-vs-santos-laguna
2023-2024,Apertura,  Jueves 12 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 14-n12 Octubre 2023 - 1545 hrs,  5 - 0,  Cancha Centenario No 5 (Natural) Instalaciones Club America,  134092-america-vs-necaxa
2023-2024,Apertura,  Jueves 12 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 14-n12 Octubre 2023 - 1706 hrs,  3 - 2,  La Corregidora,  134087-gallos-blancos-de-queretaro-vs-pumas
2023-2024,Apertura,  Jueves 12 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 14-n12 Octubre 2023 - 1800 hrs,  2 - 1,  Nemesio Diez,  134088-toluca-vs-atlas
2023-2024,Apertura,  Jueves 12 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 14-n12 Octubre 2023 - 1900 hrs,  1 - 2,  Alfonso Lastras Rami­rez,  134090-club-atletico-de-san-luis-vs-rayados-de-monterrey
2023-2024,Apertura,  Jueves 12 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 14-n12 Octubre 2023 - 1910 hrs,  2 - 0,  Estadio AKRON,  134091-guadalajara-vs-leon
2023-2024,Apertura,  Jueves 12 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 14-n12 Octubre 2023 - 2000 hrs,  1 - 0,  Universitario,  134089-tigres-de-la-uanl-vs-cruz-azul
2023-2024,Apertura,  Jueves 12 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 14-n12 Octubre 2023 - 2110 hrs,  2 - 3,  Hidalgo,  134094-pachuca-vs-tijuana
2023-2024,Apertura,  Domingo 15 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 15-n15 Octubre 2023 - 1200 hrs,  3 - 6,  INSTALACIONES LA NORIA,  134095-cruz-azul-vs-tijuana
2023-2024,Apertura,  Domingo 15 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 15-n15 Octubre 2023 - 1200 hrs,  1 - 6,  Cuauhtemoc,  134096-puebla-fc-vs-america
2023-2024,Apertura,  Domingo 15 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 15-n15 Octubre 2023 - 1700 hrs,  0 - 1,  Alfonso Lastras Rami­rez,  134099-club-atletico-de-san-luis-vs-tigres-de-la-uanl
2023-2024,Apertura,  Domingo 15 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 15-n15 Octubre 2023 - 1700 hrs,  0 - 1,  Victoria,  134100-necaxa-vs-atlas
2023-2024,Apertura,  Domingo 15 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 15-n15 Octubre 2023 - 1806 hrs,  3 - 0,  Estadio AKRON,  134098-guadalajara-vs-pumas
2023-2024,Apertura,  Lunes 16 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 15-n16 Octubre 2023 - 1706 hrs,  1 - 1,  La Corregidora,  134097-gallos-blancos-de-queretaro-vs-pachuca
2023-2024,Apertura,  Lunes 16 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 15-n16 Octubre 2023 - 1900 hrs,  3 - 1,  Estadio BBVA,  134101-rayados-de-monterrey-vs-mazatlan-fc
2023-2024,Apertura,  Lunes 16 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 15-n16 Octubre 2023 - 1906 hrs,  0 - 1,  Nou Camp,  134102-leon-vs-toluca
2023-2024,Apertura,  Lunes 16 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 15-n16 Octubre 2023 - 2110 hrs,  0 - 4,  TSM Corona,  134103-santos-laguna-vs-fc-juarez
2023-2024,Apertura,  Jueves 19 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 16-n19 Octubre 2023 - 1545 hrs,  4 - 1,  Cancha Centenario No 5 (Natural) Instalaciones Club America,  134110-america-vs-gallos-blancos-de-queretaro
2023-2024,Apertura,  Jueves 19 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 16-n19 Octubre 2023 - 1906 hrs,  1 - 2,  Jalisco,  134106-atlas-vs-guadalajara
2023-2024,Apertura,  Jueves 19 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 16-n19 Octubre 2023 - 2106 hrs,  1 - 3,  Universitario,  134107-tigres-de-la-uanl-vs-rayados-de-monterrey
2023-2024,Apertura,  Jueves 19 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 16-n19 Octubre 2023 - 2110 hrs,  3 - 1,  Hidalgo,  134111-pachuca-vs-necaxa
2023-2024,Apertura,  Viernes 20 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 16-n20 Octubre 2023 - 1700 hrs,  3 - 0,  Nemesio Diez,  134109-toluca-vs-cruz-azul
2023-2024,Apertura,  Viernes 20 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 16-n20 Octubre 2023 - 1806 hrs,  3 - 4,  Estadio Mazatlan,  134104-mazatlan-fc-vs-puebla-fc
2023-2024,Apertura,  Viernes 20 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 16-n20 Octubre 2023 - 2110 hrs,  2 - 2,  TSM Corona,  134112-santos-laguna-vs-leon
2023-2024,Apertura,  Sabado 21 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 16-n21 Octubre 2023 - 1200 hrs,  4 - 1,  Oli­mpico Universitario,  134105-pumas-vs-club-atletico-de-san-luis
2023-2024,Apertura,  Domingo 22 de Octubre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 16-n22 Octubre 2023 - 1906 hrs,  0 - 1,  Caliente,  134108-tijuana-vs-fc-juarez
2023-2024,Apertura,  Viernes 3 de Noviembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 17-n3 Noviembre 2023 - 1700 hrs,  1 - 3,  Victoria,  134113-necaxa-vs-tigres-de-la-uanl
2023-2024,Apertura,  Viernes 3 de Noviembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 17-n3 Noviembre 2023 - 1700 hrs,  1 - 1,  Nou Camp,  134114-leon-vs-atlas
2023-2024,Apertura,  Viernes 3 de Noviembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 17-n3 Noviembre 2023 - 1900 hrs,  3 - 0,  Estadio AKRON,  134115-guadalajara-vs-pachuca
2023-2024,Apertura,  Viernes 3 de Noviembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 17-n3 Noviembre 2023 - 2100 hrs,  2 - 1,  Estadio BBVA,  134116-rayados-de-monterrey-vs-america
2023-2024,Apertura,  Viernes 3 de Noviembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 17-n3 Noviembre 2023 - 2110 hrs,  0 - 2,  Oli­mpico Benito Juarez,  134117-fc-juarez-vs-pumas
2023-2024,Apertura,  Sabado 4 de Noviembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 17-n4 Noviembre 2023 - 1200 hrs,  6 - 0,  INSTALACIONES LA NORIA,  134118-cruz-azul-vs-santos-laguna
2023-2024,Apertura,  Domingo 5 de Noviembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 17-n5 Noviembre 2023 - 1200 hrs,  1 - 3,  Cuauhtemoc,  134119-puebla-fc-vs-tijuana
2023-2024,Apertura,  Domingo 5 de Noviembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 17-n5 Noviembre 2023 - 1700 hrs,  0 - 1,  Alfonso Lastras Rami­rez,  134120-club-atletico-de-san-luis-vs-toluca
2023-2024,Apertura,  Lunes 6 de Noviembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nJornada 17-n6 Noviembre 2023 - 1706 hrs,  0 - 0,  La Corregidora,  134121-gallos-blancos-de-queretaro-vs-mazatlan-fc
2023-2024,Apertura,  Jueves 9 de Noviembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nCuartos Ida-n9 Noviembre 2023 - 1700 hrs,  0 - 3,  Nemesio Diez,  136561-toluca-vs-guadalajara
2023-2024,Apertura,  Jueves 9 de Noviembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nCuartos Ida-n9 Noviembre 2023 - 2106 hrs,  0 - 6,  Hidalgo,  136560-pachuca-vs-america
2023-2024,Apertura,  Viernes 10 de Noviembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nCuartos Ida-n10 Noviembre 2023 - 1606 hrs,  1 - 2,  Caliente,  136562-tijuana-vs-rayados-de-monterrey
2023-2024,Apertura,  Viernes 10 de Noviembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nCuartos Ida-n10 Noviembre 2023 - 2000 hrs,  1 - 3,  Oli­mpico Universitario,  136559-pumas-vs-tigres-de-la-uanl
2023-2024,Apertura,  Domingo 12 de Noviembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nCuartos Vuelta-n12 Noviembre 2023 - 1200 hrs,  3 - 2,  Azteca,  136564-america-vs-pachuca
2023-2024,Apertura,  Domingo 12 de Noviembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nCuartos Vuelta-n12 Noviembre 2023 - 2106 hrs,  2 - 1,  Estadio AKRON,  136565-guadalajara-vs-toluca
2023-2024,Apertura,  Lunes 13 de Noviembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nCuartos Vuelta-n13 Noviembre 2023 - 1900 hrs,  2 - 1,  Universitario,  136563-tigres-de-la-uanl-vs-pumas
2023-2024,Apertura,  Lunes 13 de Noviembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nCuartos Vuelta-n13 Noviembre 2023 - 2105 hrs,  6 - 3,  Estadio BBVA,  136566-rayados-de-monterrey-vs-tijuana
2023-2024,Apertura,  Jueves 16 de Noviembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nSemifinal Ida-n16 Noviembre 2023 - 2106 hrs,  2 - 2,  Estadio AKRON,  136595-guadalajara-vs-america
2023-2024,Apertura,  Viernes 17 de Noviembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nSemifinal Ida-n17 Noviembre 2023 - 1900 hrs,  0 - 0,  Estadio BBVA,  136594-rayados-de-monterrey-vs-tigres-de-la-uanl
2023-2024,Apertura,  Domingo 19 de Noviembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nSemifinal Vuelta-n19 Noviembre 2023 - 1600 hrs,  2 - 1,  Azteca,  136597-america-vs-guadalajara
2023-2024,Apertura,  Lunes 20 de Noviembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nSemifinal Vuelta-n20 Noviembre 2023 - 2000 hrs,  1 - 0,  Universitario,  136596-tigres-de-la-uanl-vs-rayados-de-monterrey
2023-2024,Apertura,  Viernes 24 de Noviembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nFinal Ida-n24 Noviembre 2023 - 2000 hrs,  0 - 3,  Azteca,  136622-america-vs-tigres-de-la-uanl
2023-2024,Apertura,  Lunes 27 de Noviembre de 2023-nTemporada 2023-2024-nTorneo Apertura-nFinal Vuelta-n27 Noviembre 2023 - 2000 hrs,  0 - 0,  Universitario,  136623-tigres-de-la-uanl-vs-america
2023-2024,Clausura,  Viernes 5 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 1-n5 Enero 2024 - 1806 hrs,  0 - 5,  El Encanto,  136718-mazatlan-fc-vs-pachuca
2023-2024,Clausura,  Viernes 5 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 1-n5 Enero 2024 - 2100 hrs,  1 - 0,  Estadio BBVA,  136721-rayados-de-monterrey-vs-puebla-fc
2023-2024,Clausura,  Sabado 6 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 1-n6 Enero 2024 - 1200 hrs,  0 - 2,  INSTALACIONES LA NORIA,  136726-cruz-azul-vs-necaxa
2023-2024,Clausura,  Sabado 6 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 1-n6 Enero 2024 - 1545 hrs,  2 - 1,  Instalaciones Club America Coapa,  136729-america-vs-atlas
2023-2024,Clausura,  Sabado 6 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 1-n6 Enero 2024 - 1906 hrs,  1 - 0,  Estadio AKRON,  136732-guadalajara-vs-tijuana
2023-2024,Clausura,  Sabado 6 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 1-n6 Enero 2024 - 2100 hrs,  1 - 0,  Universitario,  136736-tigres-de-la-uanl-vs-club-atletico-de-san-luis
2023-2024,Clausura,  Domingo 7 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 1-n7 Enero 2024 - 1700 hrs,  7 - 0,  Nemesio Diez,  136738-toluca-vs-santos-laguna
2023-2024,Clausura,  Lunes 8 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 1-n8 Enero 2024 - 2100 hrs,  4 - 1,  Nou Camp,  136741-leon-vs-pumas
2023-2024,Clausura,  Jueves 11 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 2-n11 Enero 2024 - 1700 hrs,  1 - 1,  Victoria,  136744-necaxa-vs-america
