Column1,Column2,Column3,Column4,Column5,Column6
2023-2024,Clausura,  Jueves 11 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 2-n11 Enero 2024 - 1900 hrs,  0 - 0,  TSM Corona,  136747-santos-laguna-vs-cruz-azul
2023-2024,Clausura,  Jueves 11 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 2-n11 Enero 2024 - 1906 hrs,  4 - 1,  Caliente,  136749-tijuana-vs-mazatlan-fc
2023-2024,Clausura,  Viernes 12 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 2-n12 Enero 2024 - 1700 hrs,  2 - 1,  Cuauhtemoc,  136752-puebla-fc-vs-leon
2023-2024,Clausura,  Viernes 12 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 2-n12 Enero 2024 - 1900 hrs,  2 - 2,  Jalisco,  136753-atlas-vs-toluca
2023-2024,Clausura,  Sabado 13 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 2-n13 Enero 2024 - 1200 hrs,  1 - 5,  Oli­mpico Universitario,  136756-pumas-vs-tigres-de-la-uanl
2023-2024,Clausura,  Sabado 13 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 2-n13 Enero 2024 - 1800 hrs,  2 - 2,  Hidalgo,  136759-pachuca-vs-rayados-de-monterrey
2023-2024,Clausura,  Domingo 14 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 2-n14 Enero 2024 - 1700 hrs,  1 - 1,  Alfonso Lastras Rami­rez,  136761-club-atletico-de-san-luis-vs-gallos-blancos-de-queretaro
2023-2024,Clausura,  Domingo 14 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 2-n14 Enero 2024 - 1800 hrs,  2 - 0,  Oli­mpico Benito Juarez,  136764-fc-juarez-vs-guadalajara
2023-2024,Clausura,  Martes 16 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 3-n16 Enero 2024 - 1545 hrs,  1 - 2,  INSTALACIONES LA NORIA,  136765-cruz-azul-vs-mazatlan-fc
2023-2024,Clausura,  Miercoles 17 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 3-n17 Enero 2024 - 1700 hrs,  2 - 2,  Nemesio Diez,  136767-toluca-vs-pumas
2023-2024,Clausura,  Miercoles 17 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 3-n17 Enero 2024 - 1900 hrs,  7 - 1,  Universitario,  136768-tigres-de-la-uanl-vs-santos-laguna
2023-2024,Clausura,  Miercoles 17 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 3-n17 Enero 2024 - 2106 hrs,  0 - 3,  Jalisco,  136769-atlas-vs-leon
2023-2024,Clausura,  Jueves 18 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 3-n18 Enero 2024 - 1545 hrs,  4 - 0,  Cancha Centenario No 5 (Natural) Instalaciones Club America,  136770-america-vs-tijuana
2023-2024,Clausura,  Jueves 18 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 3-n18 Enero 2024 - 1700 hrs,  0 - 1,  Cuauhtemoc,  136771-puebla-fc-vs-gallos-blancos-de-queretaro
2023-2024,Clausura,  Jueves 18 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 3-n18 Enero 2024 - 1906 hrs,  1 - 1,  Hidalgo,  136772-pachuca-vs-fc-juarez
2023-2024,Clausura,  Jueves 18 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 3-n18 Enero 2024 - 2100 hrs,  7 - 0,  Estadio BBVA,  136773-rayados-de-monterrey-vs-necaxa
2023-2024,Clausura,  Jueves 18 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 3-n18 Enero 2024 - 2110 hrs,  4 - 1,  Estadio AKRON,  136774-guadalajara-vs-club-atletico-de-san-luis
2023-2024,Clausura,  Sabado 20 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 4-n20 Enero 2024 - 1700 hrs,  2 - 7,  Nou Camp,  136775-leon-vs-tigres-de-la-uanl
2023-2024,Clausura,  Sabado 20 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 4-n20 Enero 2024 - 1806 hrs,  1 - 3,  El Encanto,  136776-mazatlan-fc-vs-atlas
2023-2024,Clausura,  Domingo 21 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 4-n21 Enero 2024 - 1545 hrs,  0 - 4,  INSTALACIONES LA NORIA,  136777-cruz-azul-vs-puebla-fc
2023-2024,Clausura,  Domingo 21 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 4-n21 Enero 2024 - 1600 hrs,  0 - 3,  Estadio Oli­mpico Alameda,  136778-gallos-blancos-de-queretaro-vs-rayados-de-monterrey
2023-2024,Clausura,  Domingo 21 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 4-n21 Enero 2024 - 1806 hrs,  1 - 1,  Estadio AKRON,  136781-guadalajara-vs-toluca
2023-2024,Clausura,  Domingo 21 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 4-n21 Enero 2024 - 1810 hrs,  3 - 2,  Caliente,  136783-tijuana-vs-club-atletico-de-san-luis
2023-2024,Clausura,  Lunes 22 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 4-n22 Enero 2024 - 1700 hrs,  0 - 4,  Victoria,  136785-necaxa-vs-pachuca
2023-2024,Clausura,  Lunes 22 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 4-n22 Enero 2024 - 1900 hrs,  2 - 1,  Oli­mpico Universitario,  136790-pumas-vs-fc-juarez
2023-2024,Clausura,  Lunes 22 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 4-n22 Enero 2024 - 1906 hrs,  0 - 5,  TSM Corona,  136788-santos-laguna-vs-america
2023-2024,Clausura,  Jueves 25 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 5-n25 Enero 2024 - 1700 hrs,  1 - 1,  Cuauhtemoc,  136793-puebla-fc-vs-guadalajara
2023-2024,Clausura,  Jueves 25 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 5-n25 Enero 2024 - 1906 hrs,  3 - 2,  Jalisco,  136794-atlas-vs-necaxa
2023-2024,Clausura,  Jueves 25 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 5-n25 Enero 2024 - 2100 hrs,  5 - 0,  Estadio BBVA,  136797-rayados-de-monterrey-vs-cruz-azul
2023-2024,Clausura,  Jueves 25 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 5-n25 Enero 2024 - 2010 hrs,  5 - 1,  Oli­mpico Benito Juarez,  136799-fc-juarez-vs-santos-laguna
2023-2024,Clausura,  Viernes 26 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 5-n26 Enero 2024 - 1545 hrs,  1 - 2,  Azteca,  136801-america-vs-leon
2023-2024,Clausura,  Viernes 26 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 5-n26 Enero 2024 - 1700 hrs,  0 - 3,  Alfonso Lastras Rami­rez,  136804-club-atletico-de-san-luis-vs-pumas
2023-2024,Clausura,  Viernes 26 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 5-n26 Enero 2024 - 1700 hrs,  6 - 0,  Nemesio Diez,  136806-toluca-vs-mazatlan-fc
2023-2024,Clausura,  Viernes 26 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 5-n26 Enero 2024 - 1900 hrs,  4 - 1,  Hidalgo,  136809-pachuca-vs-gallos-blancos-de-queretaro
2023-2024,Clausura,  Viernes 26 de Enero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 5-n26 Enero 2024 - 1900 hrs,  2 - 0,  Universitario,  136812-tigres-de-la-uanl-vs-tijuana
2023-2024,Clausura,  Jueves 1 de Febrero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 6-n1 Febrero 2024 - 1545 hrs,  1 - 2,  INSTALACIONES LA NORIA,  136813-cruz-azul-vs-tigres-de-la-uanl
2023-2024,Clausura,  Jueves 1 de Febrero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 6-n1 Febrero 2024 - 1700 hrs,  1 - 2,  Estadio Oli­mpico Alameda,  136814-gallos-blancos-de-queretaro-vs-guadalajara
2023-2024,Clausura,  Jueves 1 de Febrero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 6-n1 Febrero 2024 - 1806 hrs,  3 - 1,  El Encanto,  136815-mazatlan-fc-vs-club-atletico-de-san-luis
2023-2024,Clausura,  Jueves 1 de Febrero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 6-n1 Febrero 2024 - 1910 hrs,  1 - 1,  Caliente,  136816-tijuana-vs-puebla-fc
2023-2024,Clausura,  Viernes 2 de Febrero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 6-n2 Febrero 2024 - 1900 hrs,  4 - 0,  Azteca,  136817-america-vs-rayados-de-monterrey
2023-2024,Clausura,  Viernes 2 de Febrero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 6-n2 Febrero 2024 - 1900 hrs,  1 - 1,  Nou Camp,  136818-leon-vs-fc-juarez
2023-2024,Clausura,  Sabado 3 de Febrero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 6-n3 Febrero 2024 - 1200 hrs,  1 - 2,  Oli­mpico Universitario,  136819-pumas-vs-pachuca
2023-2024,Clausura,  Domingo 4 de Febrero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 6-n4 Febrero 2024 - 1800 hrs,  0 - 0,  TSM Corona,  136820-santos-laguna-vs-atlas
2023-2024,Clausura,  Lunes 5 de Febrero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 6-n5 Febrero 2024 - 1700 hrs,  0 - 0,  Victoria,  136821-necaxa-vs-toluca
2023-2024,Clausura,  Jueves 8 de Febrero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 7-n8 Febrero 2024 - 1700 hrs,  1 - 5,  Estadio Oli­mpico Alameda,  136822-gallos-blancos-de-queretaro-vs-america
2023-2024,Clausura,  Jueves 8 de Febrero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 7-n8 Febrero 2024 - 1906 hrs,  0 - 4,  Jalisco,  136823-atlas-vs-tijuana
2023-2024,Clausura,  Jueves 8 de Febrero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 7-n8 Febrero 2024 - 2010 hrs,  3 - 2,  Oli­mpico Benito Juarez,  136824-fc-juarez-vs-mazatlan-fc
2023-2024,Clausura,  Viernes 9 de Febrero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 7-n9 Febrero 2024 - 1700 hrs,  3 - 5,  Alfonso Lastras Rami­rez,  136825-club-atletico-de-san-luis-vs-cruz-azul
2023-2024,Clausura,  Viernes 9 de Febrero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 7-n9 Febrero 2024 - 1700 hrs,  10 - 2,  Estadio AKRON,  136826-guadalajara-vs-santos-laguna
2023-2024,Clausura,  Viernes 9 de Febrero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 7-n9 Febrero 2024 - 1700 hrs,  0 - 7,  Nemesio Diez,  136827-toluca-vs-tigres-de-la-uanl
2023-2024,Clausura,  Viernes 9 de Febrero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 7-n9 Febrero 2024 - 1900 hrs,  0 - 1,  Hidalgo,  136828-pachuca-vs-leon
2023-2024,Clausura,  Viernes 9 de Febrero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 7-n9 Febrero 2024 - 1900 hrs,  2 - 3,  Oli­mpico Universitario,  136829-pumas-vs-rayados-de-monterrey
2023-2024,Clausura,  Domingo 11 de Febrero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 7-n11 Febrero 2024 - 1200 hrs,  1 - 0,  Cuauhtemoc,  136830-puebla-fc-vs-necaxa
2023-2024,Clausura,  Viernes 16 de Febrero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 8-n16 Febrero 2024 - 1545 hrs,  5 - 0,  Instalaciones Club America Coapa,  136831-america-vs-mazatlan-fc
2023-2024,Clausura,  Viernes 16 de Febrero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 8-n16 Febrero 2024 - 1800 hrs,  0 - 5,  Victoria,  136832-necaxa-vs-pumas
2023-2024,Clausura,  Sabado 17 de Febrero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 8-n17 Febrero 2024 - 1200 hrs,  1 - 4,  INSTALACIONES LA NORIA,  136834-cruz-azul-vs-pachuca
2023-2024,Clausura,  Domingo 18 de Febrero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 8-n18 Febrero 2024 - 1700 hrs,  1 - 1,  Nou Camp,  136836-leon-vs-guadalajara
2023-2024,Clausura,  Domingo 18 de Febrero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 8-n18 Febrero 2024 - 1906 hrs,  0 - 2,  TSM Corona,  136838-santos-laguna-vs-club-atletico-de-san-luis
2023-2024,Clausura,  Domingo 18 de Febrero de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 8-n18 Febrero 2024 - 1910 hrs,  1 - 2,  Caliente,  136840-tijuana-vs-gallos-blancos-de-queretaro
2023-2024,Clausura,  Sabado 2 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 9-n2 Marzo 2024 - 1200 hrs,  3 - 3,  Oli­mpico Universitario,  136845-pumas-vs-tijuana
2023-2024,Clausura,  Sabado 2 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 9-n2 Marzo 2024 - 1806 hrs,  0 - 4,  El Encanto,  136847-mazatlan-fc-vs-tigres-de-la-uanl
2023-2024,Clausura,  Domingo 3 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 9-n3 Marzo 2024 - 1700 hrs,  0 - 2,  Alfonso Lastras Rami­rez,  136849-club-atletico-de-san-luis-vs-leon
2023-2024,Clausura,  Domingo 3 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 9-n3 Marzo 2024 - 1706 hrs,  1 - 3,  Oli­mpico Benito Juarez,  136850-fc-juarez-vs-atlas
2023-2024,Clausura,  Lunes 4 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 9-n4 Marzo 2024 - 1700 hrs,  3 - 0,  La Corregidora,  136851-gallos-blancos-de-queretaro-vs-cruz-azul
2023-2024,Clausura,  Lunes 4 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 9-n4 Marzo 2024 - 1700 hrs,  3 - 0,  Nemesio Diez,  136852-toluca-vs-america
2023-2024,Clausura,  Lunes 4 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 9-n4 Marzo 2024 - 1906 hrs,  2 - 0,  Hidalgo,  136853-pachuca-vs-puebla-fc
2023-2024,Clausura,  Lunes 4 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 9-n4 Marzo 2024 - 2110 hrs,  4 - 0,  Estadio AKRON,  136854-guadalajara-vs-necaxa
2023-2024,Clausura,  Lunes 4 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 9-n4 Marzo 2024 - 2110 hrs,  6 - 0,  Estadio BBVA,  136855-rayados-de-monterrey-vs-santos-laguna
2023-2024,Clausura,  Viernes 8 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 10-n8 Marzo 2024 - 1545 hrs,  4 - 1,  Instalaciones Club America Coapa,  136856-america-vs-puebla-fc
2023-2024,Clausura,  Viernes 8 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 10-n8 Marzo 2024 - 1700 hrs,  0 - 2,  Jalisco,  136857-atlas-vs-pumas
2023-2024,Clausura,  Viernes 8 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 10-n8 Marzo 2024 - 1700 hrs,  1 - 4,  Nou Camp,  136861-leon-vs-rayados-de-monterrey
2023-2024,Clausura,  Viernes 8 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 10-n8 Marzo 2024 - 1800 hrs,  2 - 0,  Universitario,  136862-tigres-de-la-uanl-vs-gallos-blancos-de-queretaro
2023-2024,Clausura,  Sabado 9 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 10-n9 Marzo 2024 - 1200 hrs,  1 - 4,  INSTALACIONES LA NORIA,  136858-cruz-azul-vs-fc-juarez
2023-2024,Clausura,  Domingo 10 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 10-n10 Marzo 2024 - 1806 hrs,  0 - 2,  El Encanto,  136859-mazatlan-fc-vs-guadalajara
2023-2024,Clausura,  Lunes 11 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 10-n11 Marzo 2024 - 1700 hrs,  5 - 1,  Nemesio Diez,  136860-toluca-vs-club-atletico-de-san-luis
2023-2024,Clausura,  Lunes 11 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 10-n11 Marzo 2024 - 1900 hrs,  3 - 2,  TSM Corona,  136863-santos-laguna-vs-necaxa
2023-2024,Clausura,  Miercoles 13 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 8-n13 Marzo 2024 - 1700 hrs,  0 - 0,  Cuauhtemoc,  136835-puebla-fc-vs-atlas
2023-2024,Clausura,  Viernes 15 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 11-n15 Marzo 2024 - 2100 hrs,  0 - 0,  Estadio BBVA,  136865-rayados-de-monterrey-vs-tigres-de-la-uanl
2023-2024,Clausura,  Sabado 16 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 11-n16 Marzo 2024 - 1200 hrs,  4 - 2,  Oli­mpico Universitario,  136866-pumas-vs-cruz-azul
2023-2024,Clausura,  Sabado 16 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 11-n16 Marzo 2024 - 1900 hrs,  1 - 2,  Oli­mpico Benito Juarez,  136867-fc-juarez-vs-tijuana
2023-2024,Clausura,  Domingo 17 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 11-n17 Marzo 2024 - 1905 hrs,  2 - 1,  Estadio AKRON,  136869-guadalajara-vs-america
2023-2024,Clausura,  Lunes 18 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 11-n18 Marzo 2024 - 1700 hrs,  0 - 0,  Alfonso Lastras Rami­rez,  136870-club-atletico-de-san-luis-vs-atlas
2023-2024,Clausura,  Lunes 18 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 11-n18 Marzo 2024 - 1700 hrs,  2 - 1,  Victoria,  136871-necaxa-vs-leon
2023-2024,Clausura,  Lunes 18 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 11-n18 Marzo 2024 - 1700 hrs,  1 - 2,  Cuauhtemoc,  136868-puebla-fc-vs-mazatlan-fc
2023-2024,Clausura,  Lunes 18 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 11-n18 Marzo 2024 - 1906 hrs,  4 - 0,  Hidalgo,  136872-pachuca-vs-toluca
2023-2024,Clausura,  Lunes 18 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 11-n18 Marzo 2024 - 2110 hrs,  2 - 1,  La Corregidora,  136873-gallos-blancos-de-queretaro-vs-santos-laguna
2023-2024,Clausura,  Viernes 22 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 12-n22 Marzo 2024 - 2006 hrs,  0 - 2,  Caliente,  136875-tijuana-vs-cruz-azul
2023-2024,Clausura,  Sabado 23 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 12-n23 Marzo 2024 - 1200 hrs,  3 - 3,  Oli­mpico Universitario,  136876-pumas-vs-puebla-fc
2023-2024,Clausura,  Sabado 23 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 12-n23 Marzo 2024 - 1700 hrs,  0 - 0,  Nemesio Diez,  136877-toluca-vs-leon
2023-2024,Clausura,  Sabado 23 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 12-n23 Marzo 2024 - 1900 hrs,  0 - 1,  Jalisco,  136878-atlas-vs-rayados-de-monterrey
2023-2024,Clausura,  Sabado 23 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 12-n23 Marzo 2024 - 1800 hrs,  2 - 2,  El Encanto,  136874-mazatlan-fc-vs-gallos-blancos-de-queretaro
2023-2024,Clausura,  Sabado 23 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 12-n23 Marzo 2024 - 2106 hrs,  1 - 0,  Universitario,  136879-tigres-de-la-uanl-vs-guadalajara
2023-2024,Clausura,  Domingo 24 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 12-n24 Marzo 2024 - 1545 hrs,  2 - 1,  Cancha Centenario No 5 (Natural) Instalaciones Club America,  136880-america-vs-club-atletico-de-san-luis
2023-2024,Clausura,  Lunes 25 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 12-n25 Marzo 2024 - 1700 hrs,  1 - 4,  Victoria,  136882-necaxa-vs-fc-juarez
2023-2024,Clausura,  Lunes 25 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 12-n25 Marzo 2024 - 1906 hrs,  4 - 0,  Hidalgo,  136881-pachuca-vs-santos-laguna
2023-2024,Clausura,  Jueves 28 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 13-n28 Marzo 2024 - 2100 hrs,  3 - 1,  Estadio BBVA,  136883-rayados-de-monterrey-vs-tijuana
2023-2024,Clausura,  Viernes 29 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 13-n29 Marzo 2024 - 1545 hrs,  1 - 5,  INSTALACIONES LA NORIA,  136884-cruz-azul-vs-america
2023-2024,Clausura,  Viernes 29 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 13-n29 Marzo 2024 - 1700 hrs,  1 - 1,  La Corregidora,  136885-gallos-blancos-de-queretaro-vs-necaxa
2023-2024,Clausura,  Viernes 29 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 13-n29 Marzo 2024 - 1906 hrs,  3 - 0,  Nou Camp,  136886-leon-vs-mazatlan-fc
2023-2024,Clausura,  Sabado 30 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 13-n30 Marzo 2024 - 1700 hrs,  1 - 3,  Alfonso Lastras Rami­rez,  136889-club-atletico-de-san-luis-vs-pachuca
2023-2024,Clausura,  Sabado 30 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 13-n30 Marzo 2024 - 2110 hrs,  0 - 0,  Oli­mpico Benito Juarez,  136887-fc-juarez-vs-toluca
2023-2024,Clausura,  Domingo 31 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 13-n31 Marzo 2024 - 1205 hrs,  1 - 1,  Estadio AKRON,  136888-guadalajara-vs-atlas
2023-2024,Clausura,  Domingo 31 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 13-n31 Marzo 2024 - 1700 hrs,  0 - 6,  Cuauhtemoc,  136890-puebla-fc-vs-tigres-de-la-uanl
2023-2024,Clausura,  Domingo 31 de Marzo de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 13-n31 Marzo 2024 - 1906 hrs,  2 - 3,  TSM Corona,  136891-santos-laguna-vs-pumas
2023-2024,Clausura,  Jueves 11 de Abril de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 14-n11 Abril 2024 - 1545 hrs,  1 - 2,  Instalaciones Metepec Cancha 2,  136897-toluca-vs-gallos-blancos-de-queretaro
2023-2024,Clausura,  Sabado 13 de Abril de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 14-n13 Abril 2024 - 1200 hrs,  1 - 1,  Oli­mpico Universitario,  136892-pumas-vs-guadalajara
2023-2024,Clausura,  Sabado 13 de Abril de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 14-n13 Abril 2024 - 1906 hrs,  2 - 1,  Nou Camp,  136894-leon-vs-cruz-azul
2023-2024,Clausura,  Domingo 14 de Abril de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 14-n14 Abril 2024 - 1700 hrs,  0 - 3,  Alfonso Lastras Rami­rez,  136893-club-atletico-de-san-luis-vs-fc-juarez
2023-2024,Clausura,  Domingo 14 de Abril de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 14-n14 Abril 2024 - 1806 hrs,  0 - 3,  El Encanto,  136895-mazatlan-fc-vs-rayados-de-monterrey
2023-2024,Clausura,  Lunes 15 de Abril de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 14-n15 Abril 2024 - 1700 hrs,  1 - 3,  Jalisco,  136896-atlas-vs-pachuca
2023-2024,Clausura,  Lunes 15 de Abril de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 14-n15 Abril 2024 - 1900 hrs,  1 - 2,  Universitario,  136898-tigres-de-la-uanl-vs-america
2023-2024,Clausura,  Lunes 15 de Abril de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 14-n15 Abril 2024 - 1906 hrs,  0 - 1,  TSM Corona,  136899-santos-laguna-vs-puebla-fc
2023-2024,Clausura,  Lunes 15 de Abril de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 14-n15 Abril 2024 - 2010 hrs,  3 - 0,  Caliente,  136900-tijuana-vs-necaxa
2023-2024,Clausura,  Jueves 18 de Abril de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 8-n18 Abril 2024 - 2100 hrs,  1 - 0,  Estadio BBVA,  136833-rayados-de-monterrey-vs-toluca
2023-2024,Clausura,  Viernes 19 de Abril de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 15-n19 Abril 2024 - 1700 hrs,  3 - 2,  Estadio Oli­mpico Alameda,  136902-gallos-blancos-de-queretaro-vs-leon
2023-2024,Clausura,  Viernes 19 de Abril de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 15-n19 Abril 2024 - 1900 hrs,  0 - 1,  Jalisco,  136903-atlas-vs-tigres-de-la-uanl
2023-2024,Clausura,  Domingo 21 de Abril de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 15-n21 Abril 2024 - 1200 hrs,  3 - 3,  Cuauhtemoc,  136904-puebla-fc-vs-fc-juarez
2023-2024,Clausura,  Domingo 21 de Abril de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 15-n21 Abril 2024 - 1600 hrs,  3 - 0,  Hidalgo,  136905-pachuca-vs-guadalajara
2023-2024,Clausura,  Domingo 21 de Abril de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 15-n21 Abril 2024 - 1706 hrs,  5 - 2,  Caliente,  136906-tijuana-vs-santos-laguna
2023-2024,Clausura,  Lunes 22 de Abril de 2024-nTemporada 2023-2024-nTorneo Clausura-nJornada 15-n22 Abril 2024 - 1545 hrs,  2 - 3,  INSTALACIONES LA NORIA,  136901-cruz-azul-vs-toluca
