Temporada,Torneo,Columna_3,Columna_4,Columna_5,Columna_6,Columna_7,Columna_8,Columna_9,Columna_10,Columna_11,Columna_12,Columna_13
2024-2025,Clausura,"{'type': 'text', 'value': 'Jueves 16 de Enero de 2025\nTemporada 2024-2025\nTorneo Clausura\nJornada 3\n16 Enero 2025 - 21:06 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11182/guadalajara', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144937/eyJpZENsdWJsb2NhbCI6MTExODIsImlkQ2x1YnZpc2l0YSI6MTE3OTV9/informe-arbitral-guadalajara-vs-fc-juarez-jornada-3-estadio-akron-fox-sports', 'text': '0 - 0'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11795/fc-juarez', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/1538/estadio-akron', 'text': 'Estadio AKRON'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144937/eyJpZENsdWJsb2NhbCI6IjExMTgyIiwiaWRDbHVidmlzaXRhIjoiMTE3OTUiLCJpZFBhcnRpZG8iOiIxNDQ5MzciLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-guadalajara-vs-fc-juarez-jornada-3-estadio-akron-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144937/eyJpZENsdWJsb2NhbCI6IjExMTgyIiwiaWRDbHVidmlzaXRhIjoiMTE3OTUiLCJpZFBhcnRpZG8iOiIxNDQ5MzciLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-guadalajara-vs-fc-juarez-jornada-3-estadio-akron-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144937/eyJpZENsdWJsb2NhbCI6IjExMTgyIiwiaWRDbHVidmlzaXRhIjoiMTE3OTUifQ==/informe-arbitral-guadalajara-vs-fc-juarez-jornada-3-estadio-akron-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144937/eyJpZENsdWJsb2NhbCI6IjExMTgyIiwiaWRDbHVidmlzaXRhIjoiMTE3OTUiLCJpZFBhcnRpZG8iOiIxNDQ5MzciLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-guadalajara-vs-fc-juarez-jornada-3-estadio-akron-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/MTQ0OTM3LzMvNzUvMi8xNA==/guadalajara-vs-fc-juarez', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/144937/guadalajara-vs-fc-juarez', 'text': ''}"
2024-2025,Clausura,"{'type': 'text', 'value': 'Viernes 17 de Enero de 2025\nTemporada 2024-2025\nTorneo Clausura\nJornada 3\n17 Enero 2025 - 19:00 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11180/tijuana', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144939/eyJpZENsdWJsb2NhbCI6MTExODAsImlkQ2x1YnZpc2l0YSI6MTExODd9/informe-arbitral-tijuana-vs-toluca-jornada-3-estadio-caliente-calientemx', 'text': '3 - 1'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11187/toluca', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/48/estadio-caliente', 'text': 'Caliente'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144939/eyJpZENsdWJsb2NhbCI6IjExMTgwIiwiaWRDbHVidmlzaXRhIjoiMTExODciLCJpZFBhcnRpZG8iOiIxNDQ5MzkiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-tijuana-vs-toluca-jornada-3-estadio-caliente-calientemx', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144939/eyJpZENsdWJsb2NhbCI6IjExMTgwIiwiaWRDbHVidmlzaXRhIjoiMTExODciLCJpZFBhcnRpZG8iOiIxNDQ5MzkiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-tijuana-vs-toluca-jornada-3-estadio-caliente-calientemx', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144939/eyJpZENsdWJsb2NhbCI6IjExMTgwIiwiaWRDbHVidmlzaXRhIjoiMTExODcifQ==/informe-arbitral-tijuana-vs-toluca-jornada-3-estadio-caliente-calientemx', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144939/eyJpZENsdWJsb2NhbCI6IjExMTgwIiwiaWRDbHVidmlzaXRhIjoiMTExODciLCJpZFBhcnRpZG8iOiIxNDQ5MzkiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-tijuana-vs-toluca-jornada-3-estadio-caliente-calientemx', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/MTQ0OTM5LzMvNzUvMi8xNA==/tijuana-vs-toluca', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/144939/tijuana-vs-toluca', 'text': ''}"
2024-2025,Clausura,"{'type': 'text', 'value': 'Domingo 19 de Enero de 2025\nTemporada 2024-2025\nTorneo Clausura\nJornada 4\n19 Enero 2025 - 19:00 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11185/rayados-de-monterrey', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144945/eyJpZENsdWJsb2NhbCI6MTExODUsImlkQ2x1YnZpc2l0YSI6MTE1NDN9/informe-arbitral-rayados-de-monterrey-vs-puebla-fc-jornada-4-estadio-bbva-lmxf-tv--vix', 'text': '5 - 1'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11543/puebla-fc', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/1608/estadio-bbva', 'text': 'Estadio BBVA'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144945/eyJpZENsdWJsb2NhbCI6IjExMTg1IiwiaWRDbHVidmlzaXRhIjoiMTE1NDMiLCJpZFBhcnRpZG8iOiIxNDQ5NDUiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-rayados-de-monterrey-vs-puebla-fc-jornada-4-estadio-bbva-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144945/eyJpZENsdWJsb2NhbCI6IjExMTg1IiwiaWRDbHVidmlzaXRhIjoiMTE1NDMiLCJpZFBhcnRpZG8iOiIxNDQ5NDUiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-rayados-de-monterrey-vs-puebla-fc-jornada-4-estadio-bbva-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144945/eyJpZENsdWJsb2NhbCI6IjExMTg1IiwiaWRDbHVidmlzaXRhIjoiMTE1NDMifQ==/informe-arbitral-rayados-de-monterrey-vs-puebla-fc-jornada-4-estadio-bbva-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144945/eyJpZENsdWJsb2NhbCI6IjExMTg1IiwiaWRDbHVidmlzaXRhIjoiMTE1NDMiLCJpZFBhcnRpZG8iOiIxNDQ5NDUiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-rayados-de-monterrey-vs-puebla-fc-jornada-4-estadio-bbva-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/MTQ0OTQ1LzQvNzUvMi8xNA==/rayados-de-monterrey-vs-puebla-fc', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/144945/rayados-de-monterrey-vs-puebla-fc', 'text': ''}"
2024-2025,Clausura,"{'type': 'text', 'value': 'Domingo 19 de Enero de 2025\nTemporada 2024-2025\nTorneo Clausura\nJornada 4\n19 Enero 2025 - 20:00 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/12051/mazatlan-fc', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144946/eyJpZENsdWJsb2NhbCI6MTIwNTEsImlkQ2x1YnZpc2l0YSI6MTExODR9/informe-arbitral-mazatlan-fc-vs-pachuca-jornada-4-estadio-el-encanto-fox-sports', 'text': '0 - 2'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11184/pachuca', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/1931/estadio-el-encanto', 'text': 'El Encanto'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144946/eyJpZENsdWJsb2NhbCI6IjEyMDUxIiwiaWRDbHVidmlzaXRhIjoiMTExODQiLCJpZFBhcnRpZG8iOiIxNDQ5NDYiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-mazatlan-fc-vs-pachuca-jornada-4-estadio-el-encanto-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144946/eyJpZENsdWJsb2NhbCI6IjEyMDUxIiwiaWRDbHVidmlzaXRhIjoiMTExODQiLCJpZFBhcnRpZG8iOiIxNDQ5NDYiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-mazatlan-fc-vs-pachuca-jornada-4-estadio-el-encanto-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144946/eyJpZENsdWJsb2NhbCI6IjEyMDUxIiwiaWRDbHVidmlzaXRhIjoiMTExODQifQ==/informe-arbitral-mazatlan-fc-vs-pachuca-jornada-4-estadio-el-encanto-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144946/eyJpZENsdWJsb2NhbCI6IjEyMDUxIiwiaWRDbHVidmlzaXRhIjoiMTExODQiLCJpZFBhcnRpZG8iOiIxNDQ5NDYiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-mazatlan-fc-vs-pachuca-jornada-4-estadio-el-encanto-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/MTQ0OTQ2LzQvNzUvMi8xNA==/mazatlan-fc-vs-pachuca', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/144946/mazatlan-fc-vs-pachuca', 'text': ''}"
2024-2025,Clausura,"{'type': 'text', 'value': 'Lunes 20 de Enero de 2025\nTemporada 2024-2025\nTorneo Clausura\nJornada 4\n20 Enero 2025 - 16:30 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11243/leon', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144951/eyJpZENsdWJsb2NhbCI6MTEyNDMsImlkQ2x1YnZpc2l0YSI6MTExODZ9/informe-arbitral-leon-vs-tigres-de-la-uanl-jornada-4-estadio-nou-camp-tbd', 'text': '2 - 2'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11186/tigres-de-la-uanl', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/23/estadio-nou-camp', 'text': 'Nou Camp'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144951/eyJpZENsdWJsb2NhbCI6IjExMjQzIiwiaWRDbHVidmlzaXRhIjoiMTExODYiLCJpZFBhcnRpZG8iOiIxNDQ5NTEiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-leon-vs-tigres-de-la-uanl-jornada-4-estadio-nou-camp-tbd', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144951/eyJpZENsdWJsb2NhbCI6IjExMjQzIiwiaWRDbHVidmlzaXRhIjoiMTExODYiLCJpZFBhcnRpZG8iOiIxNDQ5NTEiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-leon-vs-tigres-de-la-uanl-jornada-4-estadio-nou-camp-tbd', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144951/eyJpZENsdWJsb2NhbCI6IjExMjQzIiwiaWRDbHVidmlzaXRhIjoiMTExODYifQ==/informe-arbitral-leon-vs-tigres-de-la-uanl-jornada-4-estadio-nou-camp-tbd', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144951/eyJpZENsdWJsb2NhbCI6IjExMjQzIiwiaWRDbHVidmlzaXRhIjoiMTExODYiLCJpZFBhcnRpZG8iOiIxNDQ5NTEiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-leon-vs-tigres-de-la-uanl-jornada-4-estadio-nou-camp-tbd', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/MTQ0OTUxLzQvNzUvMi8xNA==/leon-vs-tigres-de-la-uanl', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/144951/leon-vs-tigres-de-la-uanl', 'text': ''}"
2024-2025,Clausura,"{'type': 'text', 'value': 'Lunes 20 de Enero de 2025\nTemporada 2024-2025\nTorneo Clausura\nJornada 4\n20 Enero 2025 - 15:45 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11795/fc-juarez', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144955/eyJpZENsdWJsb2NhbCI6MTE3OTUsImlkQ2x1YnZpc2l0YSI6MTExODh9/informe-arbitral-fc-juarez-vs-pumas-jornada-4-estadio-olimpico-benito-juarez-nh', 'text': '1 - 1'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11188/pumas', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/17/estadio-olimpico-benito-juarez', 'text': 'Olímpico Benito Juárez'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144955/eyJpZENsdWJsb2NhbCI6IjExNzk1IiwiaWRDbHVidmlzaXRhIjoiMTExODgiLCJpZFBhcnRpZG8iOiIxNDQ5NTUiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-fc-juarez-vs-pumas-jornada-4-estadio-olimpico-benito-juarez-nh', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144955/eyJpZENsdWJsb2NhbCI6IjExNzk1IiwiaWRDbHVidmlzaXRhIjoiMTExODgiLCJpZFBhcnRpZG8iOiIxNDQ5NTUiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-fc-juarez-vs-pumas-jornada-4-estadio-olimpico-benito-juarez-nh', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144955/eyJpZENsdWJsb2NhbCI6IjExNzk1IiwiaWRDbHVidmlzaXRhIjoiMTExODgifQ==/informe-arbitral-fc-juarez-vs-pumas-jornada-4-estadio-olimpico-benito-juarez-nh', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144955/eyJpZENsdWJsb2NhbCI6IjExNzk1IiwiaWRDbHVidmlzaXRhIjoiMTExODgiLCJpZFBhcnRpZG8iOiIxNDQ5NTUiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-fc-juarez-vs-pumas-jornada-4-estadio-olimpico-benito-juarez-nh', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/MTQ0OTU1LzQvNzUvMi8xNA==/fc-juarez-vs-pumas', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/144955/fc-juarez-vs-pumas', 'text': ''}"
2024-2025,Clausura,"{'type': 'text', 'value': 'Lunes 20 de Enero de 2025\nTemporada 2024-2025\nTorneo Clausura\nJornada 4\n20 Enero 2025 - 17:00 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11778/club-atletico-de-san-luis', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144949/eyJpZENsdWJsb2NhbCI6MTE3NzgsImlkQ2x1YnZpc2l0YSI6MTExODB9/informe-arbitral-club-atletico-de-san-luis-vs-tijuana-jornada-4-estadio-alfonso-lastras-ramirez-espn', 'text': '2 - 0'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11180/tijuana', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/14/estadio-alfonso-lastras-ramirez', 'text': 'Alfonso Lastras Ramírez'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144949/eyJpZENsdWJsb2NhbCI6IjExNzc4IiwiaWRDbHVidmlzaXRhIjoiMTExODAiLCJpZFBhcnRpZG8iOiIxNDQ5NDkiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-club-atletico-de-san-luis-vs-tijuana-jornada-4-estadio-alfonso-lastras-ramirez-espn', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144949/eyJpZENsdWJsb2NhbCI6IjExNzc4IiwiaWRDbHVidmlzaXRhIjoiMTExODAiLCJpZFBhcnRpZG8iOiIxNDQ5NDkiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-club-atletico-de-san-luis-vs-tijuana-jornada-4-estadio-alfonso-lastras-ramirez-espn', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144949/eyJpZENsdWJsb2NhbCI6IjExNzc4IiwiaWRDbHVidmlzaXRhIjoiMTExODAifQ==/informe-arbitral-club-atletico-de-san-luis-vs-tijuana-jornada-4-estadio-alfonso-lastras-ramirez-espn', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144949/eyJpZENsdWJsb2NhbCI6IjExNzc4IiwiaWRDbHVidmlzaXRhIjoiMTExODAiLCJpZFBhcnRpZG8iOiIxNDQ5NDkiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-club-atletico-de-san-luis-vs-tijuana-jornada-4-estadio-alfonso-lastras-ramirez-espn', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/MTQ0OTQ5LzQvNzUvMi8xNA==/club-atletico-de-san-luis-vs-tijuana', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/144949/club-atletico-de-san-luis-vs-tijuana', 'text': ''}"
2024-2025,Clausura,"{'type': 'text', 'value': 'Lunes 20 de Enero de 2025\nTemporada 2024-2025\nTorneo Clausura\nJornada 4\n20 Enero 2025 - 19:00 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11187/toluca', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144953/eyJpZENsdWJsb2NhbCI6MTExODcsImlkQ2x1YnZpc2l0YSI6MTIwNDJ9/informe-arbitral-toluca-vs-gallos-blancos-de-queretaro-jornada-4-estadio-nemesio-diez-lmxf-tv--vix', 'text': '1 - 2'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/12042/gallos-blancos-de-queretaro', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/6/estadio-nemesio-diez', 'text': 'Nemesio Diez'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144953/eyJpZENsdWJsb2NhbCI6IjExMTg3IiwiaWRDbHVidmlzaXRhIjoiMTIwNDIiLCJpZFBhcnRpZG8iOiIxNDQ5NTMiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-toluca-vs-gallos-blancos-de-queretaro-jornada-4-estadio-nemesio-diez-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144953/eyJpZENsdWJsb2NhbCI6IjExMTg3IiwiaWRDbHVidmlzaXRhIjoiMTIwNDIiLCJpZFBhcnRpZG8iOiIxNDQ5NTMiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-toluca-vs-gallos-blancos-de-queretaro-jornada-4-estadio-nemesio-diez-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144953/eyJpZENsdWJsb2NhbCI6IjExMTg3IiwiaWRDbHVidmlzaXRhIjoiMTIwNDIifQ==/informe-arbitral-toluca-vs-gallos-blancos-de-queretaro-jornada-4-estadio-nemesio-diez-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144953/eyJpZENsdWJsb2NhbCI6IjExMTg3IiwiaWRDbHVidmlzaXRhIjoiMTIwNDIiLCJpZFBhcnRpZG8iOiIxNDQ5NTMiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-toluca-vs-gallos-blancos-de-queretaro-jornada-4-estadio-nemesio-diez-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/MTQ0OTUzLzQvNzUvMi8xNA==/toluca-vs-gallos-blancos-de-queretaro', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/144953/toluca-vs-gallos-blancos-de-queretaro', 'text': ''}"
2024-2025,Clausura,"{'type': 'text', 'value': 'Martes 21 de Enero de 2025\nTemporada 2024-2025\nTorneo Clausura\nJornada 4\n21 Enero 2025 - 15:45 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11181/cruz-azul', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144957/eyJpZENsdWJsb2NhbCI6MTExODEsImlkQ2x1YnZpc2l0YSI6MTExODJ9/informe-arbitral-cruz-azul-vs-guadalajara-jornada-4-estadio-instalaciones-la-noria-cancha-1-lmxf-tv--vix', 'text': '1 - 1'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11182/guadalajara', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/1549/estadio-instalaciones-la-noria-cancha-1', 'text': 'Instalaciones la Noria Cancha 1'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144957/eyJpZENsdWJsb2NhbCI6IjExMTgxIiwiaWRDbHVidmlzaXRhIjoiMTExODIiLCJpZFBhcnRpZG8iOiIxNDQ5NTciLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-cruz-azul-vs-guadalajara-jornada-4-estadio-instalaciones-la-noria-cancha-1-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144957/eyJpZENsdWJsb2NhbCI6IjExMTgxIiwiaWRDbHVidmlzaXRhIjoiMTExODIiLCJpZFBhcnRpZG8iOiIxNDQ5NTciLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-cruz-azul-vs-guadalajara-jornada-4-estadio-instalaciones-la-noria-cancha-1-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144957/eyJpZENsdWJsb2NhbCI6IjExMTgxIiwiaWRDbHVidmlzaXRhIjoiMTExODIifQ==/informe-arbitral-cruz-azul-vs-guadalajara-jornada-4-estadio-instalaciones-la-noria-cancha-1-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144957/eyJpZENsdWJsb2NhbCI6IjExMTgxIiwiaWRDbHVidmlzaXRhIjoiMTExODIiLCJpZFBhcnRpZG8iOiIxNDQ5NTciLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-cruz-azul-vs-guadalajara-jornada-4-estadio-instalaciones-la-noria-cancha-1-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/MTQ0OTU3LzQvNzUvMi8xNA==/cruz-azul-vs-guadalajara', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/144957/cruz-azul-vs-guadalajara', 'text': ''}"
2024-2025,Clausura,"{'type': 'text', 'value': 'Martes 21 de Enero de 2025\nTemporada 2024-2025\nTorneo Clausura\nJornada 4\n21 Enero 2025 - 19:00 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11245/atlas', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144961/eyJpZENsdWJsb2NhbCI6MTEyNDUsImlkQ2x1YnZpc2l0YSI6MTExOTF9/informe-arbitral-atlas-vs-america-jornada-4-estadio-jalisco-calientemx', 'text': '0 - 3'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11191/america', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/5/estadio-jalisco', 'text': 'Jalisco'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144961/eyJpZENsdWJsb2NhbCI6IjExMjQ1IiwiaWRDbHVidmlzaXRhIjoiMTExOTEiLCJpZFBhcnRpZG8iOiIxNDQ5NjEiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-atlas-vs-america-jornada-4-estadio-jalisco-calientemx', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144961/eyJpZENsdWJsb2NhbCI6IjExMjQ1IiwiaWRDbHVidmlzaXRhIjoiMTExOTEiLCJpZFBhcnRpZG8iOiIxNDQ5NjEiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-atlas-vs-america-jornada-4-estadio-jalisco-calientemx', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144961/eyJpZENsdWJsb2NhbCI6IjExMjQ1IiwiaWRDbHVidmlzaXRhIjoiMTExOTEifQ==/informe-arbitral-atlas-vs-america-jornada-4-estadio-jalisco-calientemx', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144961/eyJpZENsdWJsb2NhbCI6IjExMjQ1IiwiaWRDbHVidmlzaXRhIjoiMTExOTEiLCJpZFBhcnRpZG8iOiIxNDQ5NjEiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-atlas-vs-america-jornada-4-estadio-jalisco-calientemx', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/MTQ0OTYxLzQvNzUvMi8xNA==/atlas-vs-america', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/144961/atlas-vs-america', 'text': ''}"
